Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
83867,1.25193E+14,April,DC,295.1141,2884.61,50,45,1,,53,2,5,0,0,"Native, Born In US",5,"Business, professional, political, and similar organizations (8139 exc. 81393)",2100,"Private, Nonprofit",No,No,Employed-At Work
83887,1.5824E+14,April,DC,431.5,2884.61,40,44,2,,41,2,7,0,0,"Native, Born In US",5,Miscellaneous petroleum and coal products (32419),2145,"Private, For Profit",No,No,Employed-At Work
83889,1.59791E+14,April,DC,323.5983,2884.61,50,45,1,,43,2,1,2,3,"Native, Born In US",5,Management of companies and enterprises (551),2100,"Private, For Profit",No,No,Employed-At Work
83890,1.59791E+14,April,DC,324.846,2884.61,60,45,1,,45,1,1,2,3,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
83929,1.8978E+14,April,DC,431.5,2076,55,45,2,,42,2,1,2,10,"Foreign Born, Not a US Citizen",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
83930,1.8978E+14,April,DC,593.3661,1200,45,45,2,,42,1,1,2,10,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
83934,1.94973E+14,April,DC,375.9471,1769,40,44,1,7,31,2,7,0,0,"Foreign Born, Not a US Citizen",5,"Non-depository credit and related activities (5222, 5223)",2100,"Private, Nonprofit",No,No,Employed-At Work
83961,2.11755E+14,April,DC,381.7909,2884.61,50,44,1,,36,1,7,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
83989,3.65177E+14,April,DC,402.2326,1153.84,40,43,2,,51,1,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2145,Government - Local,No,No,Employed-At Work
84086,7.23199E+14,April,DC,320.6401,2884.61,50,45,1,,59,1,1,2,10,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
84102,7.57051E+14,April,DC,358.1226,1730.76,40,45,1,,31,1,7,0,0,"Native, Born Abroad Of US Parent(s)",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,Yes,Employed-At Work
84112,8.61438E+14,April,DC,358.1226,1442.3,40,45,1,,31,1,7,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",2100,Government - Federal,No,Yes,Employed-At Work
84140,9.53051E+14,April,DC,346.869,2884.61,40,45,1,,54,1,1,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
84143,9.60018E+14,April,DC,358.1226,1442,40,44,1,,30,1,7,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",2100,Government - Federal,No,Yes,Employed-At Work
84144,9.60018E+14,April,DC,449.7461,2884.61,45,45,1,,29,1,5,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",2100,Government - Federal,No,Yes,Employed-At Work
84184,7.09012E+13,April,FL,3066.8333,1442.3,35,46,1,,42,2,1,2,8,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
84185,7.09012E+13,April,FL,3214.7954,2403.84,60,46,1,,43,1,1,2,8,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
84199,1.0216E+14,April,FL,3266.237,1250,40,45,1,,54,2,1,0,0,"Foreign Born, Not a US Citizen",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",2160,Government - State,No,No,Employed-At Work
84258,2.1021E+14,April,FL,3270.0091,712,40,42,1,,49,2,1,0,0,"Native, Born Abroad Of US Parent(s)",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84502,6.63516E+13,April,FL,2992.877,2115,40,40,1,,59,2,5,0,0,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84543,1.06908E+14,April,FL,3307.7546,673.07,40,40,1,,46,2,1,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",2160,"Private, For Profit",No,No,Employed-At Work
84826,2.99501E+14,April,FL,3786.2773,629.2,40,42,7,,47,2,1,1,3,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84884,5.1204E+14,April,FL,2939.6093,2884.61,50,45,1,,57,1,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
84885,5.1204E+14,April,FL,2982.0935,57.69,3,45,1,7,53,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84890,5.21625E+14,April,FL,3183.1265,576.92,25,42,1,,50,2,1,1,4,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84970,6.80823E+14,April,FL,3051.1793,2884.61,50,45,1,,56,1,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
85012,8.0202E+14,April,FL,2883.4388,518.8,40,40,1,,55,2,7,0,0,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
85040,8.60521E+14,April,FL,2883.4388,673,40,42,1,,59,2,1,0,0,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
85134,9.63093E+14,April,FL,4600.9402,576.92,40,43,2,,28,2,1,1,2,"Native, Born in PR or US Outlying Area",5,Insurance carriers and related activities (524),2100,"Private, For Profit",No,No,Employed-At Work
85139,9.69033E+14,April,FL,3091.2018,2403,50,45,1,,49,1,1,1,4,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
85254,2.10081E+14,April,FL,3327.0544,2884.61,50,45,1,,32,1,7,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
85329,1.21191E+14,April,GA,3786.0357,807,60,45,1,,45,2,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
85330,1.21191E+14,April,GA,3417.0171,961,60,45,1,,47,1,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
85605,7.02908E+14,April,GA,4591.8162,560,40,39,2,,54,1,1,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),2160,"Private, For Profit",No,No,Employed-At Work
86407,2.1061E+14,April,ID,1221.1249,337.5,30,40,1,,35,2,1,2,3,"Native, Born In US",8,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
86447,7.61412E+14,April,ID,1049.9957,894.92,40,45,3,,53,1,1,0,0,"Native, Born In US",8,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
86453,9.66109E+14,April,ID,1458.634,923,40,43,1,,42,2,3,0,0,"Native, Born In US",8,Legal services (5411),2160,"Private, For Profit",No,No,Employed-At Work
86463,1.06027E+14,April,ID,1078.9636,950,38,39,1,,61,2,1,0,0,"Native, Born In US",8,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
86616,2.1071E+14,April,IL,2876.4861,1923.07,40,45,1,,55,2,7,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2100,Government - Local,No,No,Employed-At Work
86619,2.1071E+14,April,IL,2933.6887,1250,40,39,1,,57,2,1,0,0,"Native, Born In US",3,**Newspaper publishers (51111),2160,"Private, For Profit",No,No,Employed-At Work
86701,7.08381E+14,April,IL,2710.411,1788,40,45,1,,49,1,1,1,4,"Native, Born In US",3,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
87092,8.4737E+14,April,IL,2854.4639,320,16,42,4,,61,2,1,0,0,"Native, Born In US",3,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",2160,Government - State,No,No,Employed-At Work
87130,9.43058E+14,April,IL,2863.1916,320,20,44,1,,31,2,1,0,0,"Native, Born In US",3,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
87394,6.25192E+14,April,IN,2645.5908,2884.61,55,45,1,,60,1,1,0,0,"Native, Born Abroad Of US Parent(s)",3,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
88084,1.97923E+14,April,IA,1301.9259,2884.61,50,45,1,,39,2,1,2,8,"Native, Born In US",4,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
88361,7.62051E+14,April,KS,1650.2694,1788,40,45,1,,38,1,1,3,6,"Native, Born In US",4,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
88408,1.02905E+14,April,KS,1618.4665,1788,40,45,1,,36,1,1,3,5,"Native, Born In US",4,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
88766,9.06603E+14,April,KY,1910.3872,769.23,40,46,1,,26,2,7,0,0,"Native, Born In US",6,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
89048,2.2021E+14,April,LA,3843.0096,2115.38,60,45,1,,32,2,1,0,0,"Native, Born In US",7,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
89593,3.64295E+14,April,ME,651.5435,1346.15,40,43,1,,45,2,1,1,4,"Native, Born In US",1,Insurance carriers and related activities (524),2160,"Private, For Profit",No,No,Employed-At Work
89798,4.43264E+12,April,MD,1482.7671,360,30,40,1,,61,2,1,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2145,Government - Federal,Yes,,Employed-At Work
89841,5.09522E+13,April,MD,1521.9871,961.53,40,42,4,,57,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
89895,1.54911E+14,April,MD,1521.9871,961,40,41,4,,62,2,6,0,0,"Foreign Born, US Cit By Naturalization",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-Absent
90270,9.11035E+14,April,MD,1714.1221,880,40,43,2,,39,2,5,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2145,Government - Local,No,No,Employed-At Work
90298,9.70095E+14,April,MD,1934.3548,769.23,40,43,1,,28,2,1,1,1,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
90566,2.99912E+14,April,MA,3239.4698,780.2,40,39,1,,48,2,5,0,0,"Native, Born In US",1,Hospitals (622),2160,"Private, Nonprofit",No,No,Employed-At Work
90663,7.70156E+14,April,MA,3372.1028,2884.61,40,45,1,,46,1,1,2,3,"Native, Born In US",1,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",2100,"Private, For Profit",No,No,Employed-At Work
90838,3.06904E+14,April,MI,4636.8482,800,40,45,1,8,62,2,7,0,0,"Native, Born In US",3,Religious organizations (8131),2100,"Private, Nonprofit",No,No,Employed-At Work
91587,2.72965E+14,April,MN,1621.205,865.38,40,45,1,,38,2,1,2,8,"Native, Born In US",4,"**Publishing, except newspapers and software (5111 exc. 51111)",2100,"Private, For Profit",No,No,Employed-At Work
92004,8.82172E+14,April,MS,2769.7489,2096,40,45,1,,39,1,1,2,8,"Native, Born In US",6,Insurance carriers and related activities (524),2100,"Private, For Profit",No,No,Employed-At Work
92045,2.94983E+14,April,MS,2001.0443,769,40,46,2,,58,1,1,0,0,"Native, Born In US",6,"Banking and related activities (521, 52211,52219)",2100,"Private, For Profit",No,No,Employed-At Work
92502,2.2091E+14,April,MO,2578.3711,807.69,50,45,1,,46,2,5,0,0,"Native, Born In US",4,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - State,No,No,Employed-At Work
92639,7.61291E+14,April,MO,2715.8459,2096,40,46,1,,54,1,1,0,0,"Native, Born In US",4,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
92679,2.3001E+14,April,MT,545.435,600,40,40,1,,48,2,1,1,4,"Native, Born In US",8,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
93333,1.52761E+14,April,NV,1436.877,646,50,40,6,,47,1,5,0,0,"Native, Born In US",8,Real estate (531),2160,"Private, For Profit",No,No,Employed-At Work
93373,3.22891E+14,April,NV,1245.5246,2884.61,60,45,4,,45,2,1,2,3,"Native, Born Abroad Of US Parent(s)",8,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
94059,3.89771E+14,April,NH,458.5793,2115.38,40,45,1,,47,1,1,3,3,"Native, Born In US",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
94349,2.3041E+14,April,NJ,3540.9381,2884.61,50,45,1,,44,1,5,0,0,"Native, Born In US",2,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
94703,3.28398E+14,April,NJ,3540.9381,673.07,40,39,1,,43,1,1,0,0,"Native, Born In US",2,Insurance carriers and related activities (524),2160,"Private, For Profit",No,No,Employed-At Work
95052,6.31411E+13,April,NY,7053.3455,1153.84,60,43,2,4,22,2,1,0,0,"Native, Born In US",2,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
95552,9.0061E+12,April,NY,3331.543,329.6,20,44,4,,50,2,1,1,3,"Foreign Born, US Cit By Naturalization",2,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
95562,2.38737E+13,April,NY,3441.4576,903.84,35,39,1,2,45,2,1,0,0,"Native, Born in PR or US Outlying Area",2,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
95601,7.04333E+13,April,NY,3564.4711,615,30,45,1,,48,2,1,2,8,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",2100,"Private, For Profit",No,No,Employed-At Work
95602,7.04333E+13,April,NY,3803.9354,1692,60,45,1,8,46,1,1,2,8,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",2100,"Private, For Profit",No,No,Employed-At Work
95630,1.36971E+14,April,NY,2896.3436,180,40,45,1,,47,1,1,2,10,"Native, Born In US",2,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
95651,2.06909E+14,April,NY,3564.4711,1590,30,39,1,,45,2,1,0,0,"Native, Born In US",2,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
95840,6.69131E+14,April,NY,3560.3593,769,40,45,1,,53,2,7,0,0,"Native, Born In US",2,"Administration of environmental quality and housing programs (924, 925)",2100,Government - Federal,Yes,,Employed-At Work
95861,6.89251E+14,April,NY,2980.3436,1865.38,40,46,1,,41,2,1,3,8,"Native, Born In US",2,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,Yes,,Employed-At Work
95879,7.67393E+14,April,NY,3817.7292,1692,50,45,1,,36,1,1,4,5,"Native, Born In US",2,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
96927,2.40184E+14,April,ND,395.0204,961,40,43,1,,39,2,1,3,9,"Native, Born In US",4,National security and international affairs (928),2145,Government - Federal,No,No,Employed-At Work
97068,7.66433E+13,April,OH,3844.3179,880,40,43,2,,49,2,1,1,4,"Native, Born In US",3,Insurance carriers and related activities (524),2160,"Private, Nonprofit",No,No,Employed-At Work
97812,2.4001E+14,April,OK,2521.4782,2884.61,70,46,1,,58,1,1,4,4,"Native, Born In US",7,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
97832,4.96907E+14,April,OK,2055.1659,640,40,39,3,,59,2,4,0,0,"Native, Born In US",7,"** Motor vehicles, parts and supplies, merchant wholesalers (*4231)",2160,"Private, For Profit",No,No,Employed-At Work
97884,5.95303E+13,April,OK,2005.3917,692.3,40,41,1,,63,2,1,0,0,"Native, Born In US",7,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",2160,Government - State,No,No,Employed-At Work
97898,7.78542E+13,April,OK,2556.1396,553.84,40,41,7,,53,2,1,1,4,"Native, Born In US",7,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
98173,6.06904E+14,April,OR,2169.3383,532,38,43,1,,36,1,1,0,0,"Native, Born In US",9,Insurance carriers and related activities (524),2160,"Private, For Profit",No,No,Employed-At Work
98547,8.24961E+14,April,PA,3480.6705,1538,40,45,1,,39,1,7,0,0,"Native, Born In US",2,Dairy product manufacturing (3115),2100,"Private, For Profit",No,No,Employed-At Work
98651,2.06902E+14,April,PA,2991.3957,2076,50,45,1,,50,1,1,3,10,"Native, Born In US",2,"Architectural, engineering, and related services (5413)",2100,"Private, For Profit",No,No,Employed-At Work
98733,2.8917E+14,April,PA,2765.1984,2884.61,50,46,1,,57,1,1,0,0,"Native, Born In US",2,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
98800,4.96983E+14,April,PA,3275.5263,865,45,45,1,,46,2,1,0,0,"Native, Born In US",2,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
98924,8.8264E+14,April,PA,2993.8291,576,38,39,1,,62,2,1,0,0,"Native, Born In US",2,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
99260,1.9064E+14,April,RI,513.7668,550,40,43,1,1,24,2,7,0,0,"Native, Born In US",1,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
99600,6.40401E+14,April,RI,394.4407,1923.07,55,44,1,,33,1,1,2,1,"Native, Born In US",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
99813,8.0577E+14,April,SC,2010.3086,532,38,43,1,,49,1,4,0,0,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
99886,4.92966E+14,April,SC,3245.0465,576,40,45,1,,27,2,7,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, Nonprofit",No,No,Employed-At Work
100271,9.70164E+14,April,SD,318.3906,673.07,40,41,1,,60,2,1,0,0,"Native, Born In US",4,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
100516,8.68492E+14,April,TN,3749.1415,1384.61,55,45,1,,28,2,1,0,0,"Native, Born In US",6,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
101122,6.2018E+14,April,TX,3631.5576,2884.61,50,44,1,3,55,1,1,1,3,"Foreign Born, US Cit By Naturalization",7,Legal services (5411),2100,"Private, For Profit",Yes,,Employed-At Work
101488,1.64493E+14,April,TX,2810.0054,1730.76,45,40,1,,41,2,1,0,0,"Native, Born In US",7,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",2160,"Private, For Profit",No,No,Employed-At Work
101739,7.02907E+14,April,TX,3501.0558,1634,40,43,1,,52,2,1,0,0,"Native, Born In US",7,"Industrial and miscellaneous chemicals (3251, 3259)",2145,"Private, For Profit",No,No,Employed-At Work
102901,1.06903E+14,April,VA,3331.9029,605.76,40,43,1,,23,2,7,0,0,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
102936,4.02905E+14,April,VA,3823.1649,2884.61,50,45,1,,46,2,1,2,3,"Native, Born In US",5,National security and international affairs (928),2100,Government - Federal,No,No,Employed-At Work
103046,8.17752E+13,April,VA,2650.1031,2884.61,45,45,2,,47,2,5,0,0,"Foreign Born, US Cit By Naturalization",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
103055,1.10113E+14,April,VA,3199.6938,1153,40,44,4,,43,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Administration of economic programs and space research (926, 927)",2160,Government - Federal,Yes,,Employed-At Work
103056,1.10113E+14,April,VA,3285.6434,1538,40,46,4,,44,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Administration of economic programs and space research (926, 927)",2160,Government - Federal,Yes,,Employed-At Work
103159,3.40814E+14,April,VA,3194.1596,2692.3,40,44,4,,53,1,1,2,4,"Foreign Born, US Cit By Naturalization",5,"Commercial, industrial, and other intangible assets rental and leasing (5324, 533)",2160,Government - Federal,No,No,Employed-At Work
103476,3.28592E+14,April,WA,1974.8653,440,40,42,1,,31,2,1,0,0,"Native, Born In US",9,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
103764,9.02706E+14,April,WA,2315.2682,1153.84,38,43,1,,61,2,5,0,0,"Native, Born In US",9,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
103935,4.02902E+14,April,WA,2923.7191,1280,40,45,1,,23,1,7,0,0,"Native, Born In US",9,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
103938,4.24593E+14,April,WA,3077.689,780,40,39,7,,50,2,5,0,0,"Native, Born In US",9,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - State,No,No,Employed-At Work
103949,5.74977E+14,April,WA,2388.7277,1634.61,45,45,1,,56,2,1,0,0,"Native, Born In US",9,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - State,No,No,Employed-At Work
104260,5.91982E+14,April,WV,1259.5129,1192.3,50,45,1,,28,2,7,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
104309,5.06907E+14,April,WI,2328.1366,760,40,40,1,,54,2,5,0,0,"Native, Born In US",3,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
104386,1.4565E+14,April,WI,2250.2753,1700,40,41,1,,59,1,1,0,0,"Native, Born In US",3,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,Yes,,Employed-At Work
104438,5.89171E+14,April,WI,2201.1691,2365,43,43,1,,41,1,5,0,0,"Native, Born In US",3,Nursing care facilities (6231),2145,"Private, For Profit",No,No,Employed-At Work
104780,8.30952E+14,April,WI,2164.5499,2884.61,55,46,1,,52,2,7,0,0,"Native, Born In US",3,Outpatient care centers (6214),2100,"Private, Nonprofit",No,No,Employed-At Work
105058,7.20591E+14,April,WY,389.1638,1115.38,40,45,1,,26,1,1,0,0,"Native, Born Abroad Of US Parent(s)",8,"Justice, public order, and safety activities (922, pt. 92115)",2105,Government - Federal,No,No,Employed-At Work
105138,9.92062E+14,May,AL,3820.4762,280,20,43,2,,25,2,7,0,0,"Native, Born In US",6,"Justice, public order, and safety activities (922, pt. 92115)",2160,Government - State,No,No,Employed-At Work
105155,9.79734E+13,May,AL,2677.1389,1288,60,45,1,,45,1,1,3,10,"Native, Born In US",6,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
105212,7.001E+14,May,AL,3588.4194,520,40,43,1,1,35,2,2,2,10,"Native, Born Abroad Of US Parent(s)",6,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
105545,2.9927E+14,May,AK,517.8899,1438.31,40,40,1,,64,1,3,0,0,"Native, Born In US",9,Insurance carriers and related activities (524),2160,"Private, For Profit",No,No,Employed-At Work
105568,3.20497E+14,May,AK,440.7423,769,40,40,1,,28,2,1,2,1,"Native, Born In US",9,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
106496,9.49738E+13,May,CA,3318.3896,1692.3,40,46,1,1,58,2,7,0,0,"Native, Born In US",9,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",2100,Government - State,Yes,,Employed-At Work
106546,9.99534E+13,May,CA,2791.9,2884.61,40,45,1,,56,1,1,3,10,"Native, Born In US",9,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
106646,2.8046E+14,May,CA,3831.3349,507.69,40,40,1,1,63,2,1,0,0,"Native, Born Abroad Of US Parent(s)",9,Administration of human resource programs (923),2160,Government - Local,Yes,,Employed-At Work
106690,3.0061E+14,May,CA,2817.5534,1730,50,44,1,,54,1,1,1,4,"Native, Born In US",9,Legal services (5411),2100,"Private, For Profit",No,No,Employed-Absent
106822,5.20469E+14,May,CA,2538.8915,1096,40,43,1,,59,2,1,0,0,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",2160,"Private, For Profit",No,No,Employed-At Work
107308,9.88097E+14,May,CA,3488.0652,1153.84,50,46,1,,26,1,7,0,0,"Native, Born In US",9,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
107459,6.07631E+13,May,CA,3540.6118,320,40,42,7,,31,2,3,3,3,"Native, Born In US",9,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
108055,7.36699E+14,May,CA,3172.2671,2884.61,50,45,1,,58,1,1,0,0,"Native, Born In US",9,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
108059,7.37097E+14,May,CA,3549.1198,1153.84,40,39,1,1,38,2,1,1,3,"Native, Born In US",9,Real estate (531),2160,"Private, For Profit",No,No,Employed-At Work
108357,2.08721E+12,May,CA,4657.8541,2230,50,45,4,,33,1,7,0,0,"Foreign Born, US Cit By Naturalization",9,Software publishing (5112),2100,"Private, For Profit",No,No,Employed-At Work
108660,7.60019E+14,May,CO,1311.1686,2884.61,50,45,2,,58,1,1,0,0,"Native, Born In US",8,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
108979,5.60988E+14,May,CO,1633.2656,445.38,40,39,1,,44,2,1,0,0,"Native, Born In US",8,Individual and family services (6241),2160,Government - Local,No,No,Employed-At Work
109027,7.89089E+14,May,CO,1895.5819,1442.3,40,46,1,,51,1,1,0,0,"Native, Born In US",8,Business support services (5614),2100,"Private, For Profit",No,No,Employed-At Work
109048,8.99701E+14,May,CO,1792.6219,490,40,39,1,1,53,2,5,0,0,"Native, Born In US",8,Individual and family services (6241),2160,Government - Local,No,No,Employed-At Work
109168,3.0371E+14,May,CT,1044.1921,1300,35,39,1,2,46,2,1,2,10,"Native, Born In US",1,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
109256,1.50831E+13,May,CT,1067.4212,2307.69,38,41,1,,56,2,5,0,0,"Native, Born In US",1,"Banking and related activities (521, 52211,52219)",2145,"Private, For Profit",No,No,Employed-At Work
109320,9.49837E+13,May,CT,1067.4212,1105.76,40,39,1,,59,2,1,0,0,"Native, Born In US",1,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
109388,3.77075E+14,May,CT,1095.7674,2884.61,45,45,1,,49,2,7,0,0,"Native, Born In US",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
109482,7.29019E+14,May,CT,1067.4212,2193,45,46,1,,57,2,1,0,0,"Native, Born In US",1,"Nail salons and other personal care services (812113, 81219)",2100,"Private, For Profit",No,No,Employed-At Work
109516,7.90341E+14,May,CT,1245.4771,1826.92,55,46,1,,43,2,5,2,3,"Native, Born In US",1,Labor unions (81393),2100,"Private, Nonprofit",Yes,,Employed-At Work
109798,4.32013E+13,May,DE,432.2401,1634.61,40,44,1,,42,2,1,2,5,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",2160,"Private, For Profit",No,No,Employed-At Work
109871,1.70967E+14,May,DE,352.7602,1096,40,39,1,,46,2,1,2,3,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",2100,"Private, For Profit",No,No,Employed-At Work
109872,1.72904E+14,May,DE,430.3533,1384.61,40,44,1,,37,2,1,2,6,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
110021,7.1E+14,May,DE,459.5649,960,40,40,1,,32,2,6,2,8,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
110135,3.41958E+13,May,DC,362.1937,2884.61,40,45,1,,48,1,1,3,3,"Native, Born In US",5,"Administration of environmental quality and housing programs (924, 925)",2100,Government - Federal,No,Yes,Employed-At Work
110158,8.67517E+13,May,DC,296.2142,2884.61,60,45,1,,36,1,7,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
110175,1.29181E+14,May,DC,303.8567,2884.61,60,45,1,,30,1,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
110184,1.40917E+14,May,DC,310.8938,1384.61,50,45,1,,29,1,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
